Arc memory for rank-1 cuts will be used (24.5777)
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
VRPSolver v0.5.27, 24/02/2023, © Inria Bordeaux, France, vrpsolver.math.u-bordeaux.fr
      Corresponds to the solver by Pessoa, Sadykov, Uchoa and Vanderbeck (2020)
                 Paper: dx.doi.org/10.1007/s10107-020-01523-z
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
   BaPCod v0.77, 15/03/2023, © Inria Bordeaux, France, bapcod.math.u-bordeaux.fr 
           THIS CODE IS PROVIDED AS IS, USE IT AT YOUR OWN RISK
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Bucket steps were recalculated for graph G_1 : [4]
RCSP solver info : symmetric case is detected for graph G_1! 
Bidirectional border value is initialised to 45.5
RCSP solver info : number of forw. reachable buckets / buck. strongly connected components is 3764( 97.412% ) / 3764( 100% )
Bucket steps were recalculated for graph G_2 : [4.5]
RCSP solver info : symmetric case is detected for graph G_2! 
Bidirectional border value is initialised to 54.5
RCSP solver info : number of forw. reachable buckets / buck. strongly connected components is 4118( 98.0476% ) / 4118( 100% )
Bucket steps were recalculated for graph G_3 : [5.5]
RCSP solver info : symmetric case is detected for graph G_3! 
Bidirectional border value is initialised to 64.5
RCSP solver info : number of forw. reachable buckets / buck. strongly connected components is 4009( 99.4296% ) / 3388( 84.5099% )
Bucket steps were recalculated for graph G_4 : [6.5]
RCSP solver info : symmetric case is detected for graph G_4! 
Bidirectional border value is initialised to 77
RCSP solver info : number of forw. reachable buckets / buck. strongly connected components is 4009( 99.4296% ) / 2008( 50.0873% )
Bucket steps were recalculated for graph G_5 : [7.5]
RCSP solver info : symmetric case is detected for graph G_5! 
Bidirectional border value is initialised to 91.5
RCSP solver info : number of forw. reachable buckets / buck. strongly connected components is 4176( 99.4286% ) / 720( 17.2414% )
Generating neighbourhoods for rank-1 cuts separation
Building structures for 4- and 5-row rank-1 packing cut separation...done!
Model is built TIME = 0h0m0s95t = 95
************************************************************************************************
**** BaB tree root node
**** Local DB = -1e+12, global bounds : [ -1e+12 , 32653.6 ], TIME = 0h0m0s95t = 95
**** 1 open nodes, 0 columns (0 active), 0 dyn. constrs. (0 active), 342 art. vars. (342 active)
************************************************************************************************
#<DWph=2> <it=  1> <et=1.21> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.00> <DB=-485408103.3780> <Mlp=3984000.0000> <PB=32653.648> 
#<DWph=2> <it=  2> <et=1.37> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.55> <DB=-446855621.6910> <Mlp=3244301.5724> <PB=32653.648> 
#<DWph=2> <it=  3> <et=1.53> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.45> <DB=-432220010.6770> <Mlp=2938793.3675> <PB=32653.648> 
#<DWph=2> <it=  4> <et=1.69> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.51> <DB=-417919162.5491> <Mlp=2701806.2160> <PB=32653.648> 
#<DWph=2> <it=  5> <et=1.85> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.55> <DB=-402126288.5041> <Mlp=2444399.3260> <PB=32653.648> 
#<DWph=2> <it=  6> <et=2.01> <Mt= 0.00> <Spt= 0.15> <nCl=150> <al=0.60> <DB=-390554725.7499> <Mlp=2174584.7928> <PB=32653.648> 
#<DWph=2> <it=  7> <et=2.17> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.64> <DB=-385236005.2766> <Mlp=1792746.0233> <PB=32653.648> 
#<DWph=2> <it=  8> <et=2.33> <Mt= 0.01> <Spt= 0.16> <nCl=150> <al=0.68> <DB=-355269339.6179> <Mlp=1585449.6134> <PB=32653.648> 
#<DWph=2> <it=  9> <et=2.49> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.58> <DB=-367881927.1245> <Mlp=1503415.1084> <PB=32653.648> 
#<DWph=2> <it= 10> <et=2.65> <Mt= 0.01> <Spt= 0.15> <nCl=150> <al=0.62> <DB=-335952366.2239> <Mlp=1457657.3854> <PB=32653.648> 
#<DWph=2> <it= 11> <et=2.82> <Mt= 0.00> <Spt= 0.16> <nCl=150> <al=0.66> <DB=-336645551.3880> <Mlp=1357492.4626> <PB=32653.648> 
#<DWph=2> <it= 12> <et=2.98> <Mt= 0.01> <Spt= 0.16> <nCl=150> <al=0.69> <DB=-323085314.9900> <Mlp=1335310.5154> <PB=32653.648> 
#<DWph=2> <it= 13> <et=3.14> <Mt= 0.01> <Spt= 0.15> <nCl=150> <al=0.72> <DB=-294903830.6118> <Mlp=1275713.0226> <PB=32653.648> 
#<DWph=2> <it= 14> <et=3.32> <Mt= 0.01> <Spt= 0.16> <nCl=150> <al=0.75> <DB=-290221054.5393> <Mlp=994245.1624> <PB=32653.648> 
#<DWph=2> <it= 15> <et=3.49> <Mt= 0.02> <Spt= 0.15> <nCl=150> <al=0.65> <DB=-282720518.5445> <Mlp=845635.8182> <PB=32653.648> 
#<DWph=2> <it= 16> <et=3.67> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.68> <DB=-283101902.6523> <Mlp=683853.2456> <PB=32653.648> 
#<DWph=2> <it= 17> <et=3.84> <Mt= 0.01> <Spt= 0.15> <nCl=150> <al=0.72> <DB=-269702389.3654> <Mlp=659806.3849> <PB=32653.648> 
#<DWph=2> <it= 18> <et=4.01> <Mt= 0.02> <Spt= 0.16> <nCl=150> <al=0.62> <DB=-260831225.0698> <Mlp=594509.8740> <PB=32653.648> 
#<DWph=2> <it= 19> <et=4.18> <Mt= 0.01> <Spt= 0.15> <nCl=150> <al=0.65> <DB=-265206388.6570> <Mlp=551162.4640> <PB=32653.648> 
#<DWph=2> <it= 20> <et=4.35> <Mt= 0.02> <Spt= 0.16> <nCl=150> <al=0.69> <DB=-251991987.7494> <Mlp=440587.3777> <PB=32653.648> 
#<DWph=2> <it= 21> <et=4.54> <Mt= 0.03> <Spt= 0.15> <nCl=150> <al=0.59> <DB=-253106423.9341> <Mlp=263912.4072> <PB=32653.648> 
#<DWph=2> <it= 22> <et=4.72> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.63> <DB=-247664693.8071> <Mlp=151995.8873> <PB=32653.648> 
#<DWph=2> <it= 23> <et=4.89> <Mt= 0.01> <Spt= 0.15> <nCl=150> <al=0.67> <DB=-223099357.5757> <Mlp=119910.4526> <PB=32653.648> 
#<DWph=2> <it= 24> <et=5.06> <Mt= 0.02> <Spt= 0.16> <nCl=150> <al=0.70> <DB=-195147096.2465> <Mlp=82331.0406> <PB=32653.648> 
#<DWph=2> <it= 25> <et=5.24> <Mt= 0.02> <Spt= 0.15> <nCl=150> <al=0.60> <DB=-165348722.5281> <Mlp=61234.7282> <PB=32653.648> 
#<DWph=2> <it= 26> <et=5.41> <Mt= 0.01> <Spt= 0.16> <nCl=150> <al=0.64> <DB=-145220724.3489> <Mlp=59321.9009> <PB=32653.648> 
#<DWph=2> <it= 27> <et=5.57> <Mt= 0.01> <Spt= 0.16> <nCl=150> <al=0.54> <DB=-107578001.6221> <Mlp=54304.3407> <PB=32653.648> 
<DWph=2> <it= 28> <et=5.75> <Mt= 0.02> <Spt= 0.15> <nCl=150> <al=0.44> <DB=-52300162.4444> <Mlp=52469.0435> <PB=32653.648> 
<DWph=2> <it= 29> <et=5.91> <Mt= 0.01> <Spt= 0.16> <nCl=150> <al=0.34> <DB=-22324501.5546> <Mlp=52145.7820> <PB=32653.648> 
<DWph=2> <it= 30> <et=6.09> <Mt= 0.02> <Spt= 0.15> <nCl=150> <al=0.24> <DB=-9862534.1121> <Mlp=51036.4858> <PB=32653.648> 
<DWph=2> <it= 31> <et=6.27> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.14> <DB=-7595244.2457> <Mlp=50115.6466> <PB=32653.648> 
<DWph=2> <it= 32> <et=6.45> <Mt= 0.02> <Spt= 0.16> <nCl=150> <al=0.23> <DB=-8006344.5281> <Mlp=49246.2204> <PB=32653.648> 
<DWph=2> <it= 33> <et=6.62> <Mt= 0.01> <Spt= 0.15> <nCl=150> <al=0.30> <DB=-6315091.2503> <Mlp=48994.1869> <PB=32653.648> 
<DWph=2> <it= 34> <et=6.81> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.37> <DB=-5536351.8091> <Mlp=47759.3428> <PB=32653.648> 
<DWph=2> <it= 35> <et=6.99> <Mt= 0.02> <Spt= 0.16> <nCl=150> <al=0.44> <DB=-4532124.3805> <Mlp=47201.1166> <PB=32653.648> 
<DWph=2> <it= 36> <et=7.17> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.49> <DB=-3651116.9159> <Mlp=46470.3920> <PB=32653.648> 
<DWph=2> <it= 37> <et=7.37> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.54> <DB=-3282408.5802> <Mlp=45268.2491> <PB=32653.648> 
<DWph=2> <it= 38> <et=7.55> <Mt= 0.03> <Spt= 0.15> <nCl=150> <al=0.59> <DB=-3034205.6279> <Mlp=44575.9853> <PB=32653.648> 
<DWph=2> <it= 39> <et=7.73> <Mt= 0.02> <Spt= 0.16> <nCl=150> <al=0.63> <DB=-2849025.0229> <Mlp=44264.2642> <PB=32653.648> 
<DWph=2> <it= 40> <et=7.92> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.67> <DB=-2502606.9651> <Mlp=43744.3228> <PB=32653.648> 
<DWph=2> <it= 41> <et=8.11> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.70> <DB=-2008531.0614> <Mlp=42988.2796> <PB=32653.648> 
<DWph=2> <it= 42> <et=8.30> <Mt= 0.04> <Spt= 0.16> <nCl=150> <al=0.73> <DB=-1829579.9631> <Mlp=42112.3079> <PB=32653.648> 
<DWph=2> <it= 43> <et=8.49> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.76> <DB=-1665200.4893> <Mlp=41538.1872> <PB=32653.648> 
<DWph=2> <it= 44> <et=8.69> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.78> <DB=-1485669.5570> <Mlp=40873.8816> <PB=32653.648> 
<DWph=2> <it= 45> <et=8.88> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.68> <DB=-1393758.6934> <Mlp=40300.1164> <PB=32653.648> 
<DWph=2> <it= 46> <et=9.07> <Mt= 0.04> <Spt= 0.16> <nCl=150> <al=0.71> <DB=-1401483.3015> <Mlp=39489.3019> <PB=32653.648> 
<DWph=2> <it= 47> <et=9.27> <Mt= 0.04> <Spt= 0.16> <nCl=150> <al=0.74> <DB=-1111897.7711> <Mlp=38871.3025> <PB=32653.648> 
<DWph=2> <it= 48> <et=9.47> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.64> <DB=-1121255.9721> <Mlp=38292.8178> <PB=32653.648> 
<DWph=2> <it= 49> <et=9.66> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.68> <DB=-941371.5451> <Mlp=38065.3385> <PB=32653.648> 
<DWph=2> <it= 50> <et=9.85> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.71> <DB=-876835.4803> <Mlp=37782.1658> <PB=32653.648> 
<DWph=2> <it= 51> <et=10.05> <Mt= 0.04> <Spt= 0.16> <nCl=150> <al=0.74> <DB=-841536.5920> <Mlp=37408.6723> <PB=32653.648> 
<DWph=2> <it= 52> <et=10.25> <Mt= 0.04> <Spt= 0.16> <nCl=150> <al=0.77> <DB=-763038.2663> <Mlp=36948.9375> <PB=32653.648> 
<DWph=2> <it= 53> <et=10.45> <Mt= 0.03> <Spt= 0.16> <nCl=149> <al=0.79> <DB=-657099.2147> <Mlp=36645.4801> <PB=32653.648> 
<DWph=2> <it= 54> <et=10.64> <Mt= 0.04> <Spt= 0.17> <nCl=148> <al=0.81> <DB=-570229.8900> <Mlp=36377.7071> <PB=32653.648> 
<DWph=2> <it= 55> <et=10.85> <Mt= 0.04> <Spt= 0.16> <nCl=150> <al=0.71> <DB=-570579.1185> <Mlp=35979.4244> <PB=32653.648> 
<DWph=2> <it= 56> <et=11.05> <Mt= 0.04> <Spt= 0.16> <nCl=148> <al=0.74> <DB=-525569.2262> <Mlp=35693.8257> <PB=32653.648> 
<DWph=2> <it= 57> <et=11.26> <Mt= 0.04> <Spt= 0.17> <nCl=145> <al=0.76> <DB=-463568.4650> <Mlp=35424.8444> <PB=32653.648> 
<DWph=2> <it= 58> <et=11.46> <Mt= 0.04> <Spt= 0.16> <nCl=141> <al=0.79> <DB=-470060.1909> <Mlp=35237.9708> <PB=32653.648> 
<DWph=2> <it= 59> <et=11.66> <Mt= 0.03> <Spt= 0.17> <nCl=142> <al=0.81> <DB=-383881.2213> <Mlp=35011.2675> <PB=32653.648> 
<DWph=2> <it= 60> <et=11.87> <Mt= 0.05> <Spt= 0.16> <nCl=150> <al=0.71> <DB=-426479.4996> <Mlp=34762.2384> <PB=32653.648> 
<DWph=2> <it= 61> <et=12.07> <Mt= 0.04> <Spt= 0.17> <nCl=150> <al=0.74> <DB=-338828.3865> <Mlp=34517.9296> <PB=32653.648> 
<DWph=2> <it= 62> <et=12.27> <Mt= 0.03> <Spt= 0.16> <nCl=150> <al=0.76> <DB=-327877.6515> <Mlp=34346.1559> <PB=32653.648> 
<DWph=2> <it= 63> <et=12.46> <Mt= 0.03> <Spt= 0.16> <nCl=141> <al=0.79> <DB=-285986.4697> <Mlp=34210.8343> <PB=32653.648> 
<DWph=2> <it= 64> <et=12.66> <Mt= 0.04> <Spt= 0.17> <nCl=141> <al=0.81> <DB=-263600.9754> <Mlp=34041.2936> <PB=32653.648> 
<DWph=2> <it= 65> <et=12.87> <Mt= 0.03> <Spt= 0.16> <nCl=137> <al=0.83> <DB=-234520.0350> <Mlp=33905.7667> <PB=32653.648> 
<DWph=2> <it= 66> <et=13.08> <Mt= 0.05> <Spt= 0.16> <nCl=149> <al=0.73> <DB=-202422.6613> <Mlp=33738.2729> <PB=32653.648> 
<DWph=2> <it= 67> <et=13.29> <Mt= 0.05> <Spt= 0.17> <nCl=145> <al=0.63> <DB=-196455.8305> <Mlp=33580.5080> <PB=32653.648> 
<DWph=2> <it= 68> <et=13.50> <Mt= 0.04> <Spt= 0.16> <nCl=144> <al=0.67> <DB=-175681.1406> <Mlp=33422.2562> <PB=32653.648> 
<DWph=2> <it= 69> <et=13.75> <Mt= 0.05> <Spt= 0.17> <nCl=149> <al=0.70> <DB=-162273.7423> <Mlp=33306.8404> <PB=32653.648> 
